label,review
neg,  
neg,"how could a g-rated disney film based on meg cabot's novel "" the princess diaries "" be anything but cute , harmless fun ? 
easy . 
take all the cute , harmless fun out of it . 
and while you're at it make it borrr-ring . 
that's what director garry marshall , screenwriter gina wendkos and , not to be outdone , producer whitney houston have done with the g-rated disney film "" the princess diaries . "" 
you couldn't tell it from the audience though , a braintree , mass . of growing , glowing pre-pubescent girls ( and the odd parental , popcorn perched about their persons ) , who positively cheered when the end credits rolled ( ah the film had struck a lovely nerve with them but not with fuddy-duddy old me ) . 
well , i might have cheered that the utter tripe was now well and truly over , but that would have been too obvious . 
too obvious is the least of the problems with marshall's film ( garry made a couple of other "" princess "" movies-- "" pretty woman "" and "" runaway bride "" --but this one's way without julia roberts so maybe * that's * its problem ) . 
in addition to being predictable as molasses , "" the princess diaries "" has hardly got a laugh in it ( it's a comedy ) , could bore the pants off an abyssinian for long , long stretches , and is so sloppily edited the principals refer to scenes we haven't even seen yet ( and probably never will except , perhaps , in the dvd edition ) . 
marshall should take virtually all of the blame here , since he's been at this for some time and should know when a scene or two isn't working . . . 
and hardly * any * of "" the princess diaries "" works ( "" works , "" alas , implies cleverness and there's none of that here either ) . 
newcomer anne hathaway stars as mia thermopolis , a bright but socially invisible san franciscan teen who learns that her single mom ( a wacky artist played by the likable caroline goodall ) had a bit of a fling with some royal member of some miniscule european country nobody ever heard of ( the filmmakers go out of their way * not * to call it serbia , which is pretty much what all miniscule european countries are called in the movies mark my words ) and now she , mia , is next in line to rule "" genovia "" ( hence the headphones/tiara combo in the print ads ) . 
julie andrews , with the luminous factor cranked to 11 , plays mia's grandmother ( aka queen clarisse renaldi ) , who shows up out of the royal blue and lends mia much advice and direction in the eating , talking , and looking like a princess department ( although mia's big makeover simply transforms her from ugly duckling to ugly swan ) . 
does queen julie lose her dignity for the sake of a good laugh ? 
not really . 
consuming a corn dog is about the worst that it gets . 
also on stereotypical hand are a brainless jock , an evil cheerleader , a dorky-looking best friend ( "" welcome to the dollhouse "" 's heather matarazzo ) , a sensitive auto mechanic/musician , and marshall mainstay hector elizondo as joe the driver , imparting wit and wisdom from the front seat of mia's chauffeur-driven limousine at every intersection . 
a non-animated g-rated movie is a rarity these days but the rating here reflects the fact that all the guts , all the good stuff , has been exorcised from the finished product . 
lame , labored , and lamentable , "" the princess diaries "" is recommended for eight-and-a-half year olds of the feminine persuasion * only * ; all others would do well to avoid it ( like potholes , the plague , and "" the perfect storm "" ) . 
"
pos,"wow ! what a movie . 
it's everything a movie can be : funny , dramatic , interesting , weird , funny , weird and strikingly original . 
yep that pretty much describes this movie . 
it starts out like a regular movie and ends up being one of the weirdest , funniest most original movies i have ever seen . 
it boggles the mind and some have to wonder why we cannot get movies like this more often . 
besides being one of the best films of the year , being john malkovich may as well be one of the best movies ever . 
period . 
then again there are so many good movies , that one cannot pick an all time favorite . 
john cusack plays a puppeteer craig schwartz a man out of a job , in search of a job . 
his wife lotte schwartz who is played by a completely un-noticeable cameron diaz who looks like something off the streets is an animal lover and has about every kind of animal you could think of . 
craig finds a job as a file at the 7 ? floor of a business building . . . you 
have to pry open the elevator doors open before it reaches floor eight , the 7 ? floor is just a floor between 7 and 8 . 
he is hired by his 105 year old boss ( orsen bean ) to be a filer . 
in his office , he discovers a little door , to which was boarded up and hidden . 
to his curiosity he opens it and starts to crawl toward it , he then gets sucked to the end and ends up in john malkovich's mind . 
fifteen minutes later he is shot out onto the side of the new jersey turnpike . 
he returns to tell his co-worker maxine ( catherine keener ) that he has found a portal that will lead him into john malkovich's mind , she doesn't believe him but after she sees it it changes her mind . 
lotte also finds out about the portal and discovers that being someone else is good after all . 
john malkovich of course has no idea what is going on , and by the end of this bizarre film there are so many twists and turns , that we don't know what really happened . 
john cusack is outstanding and utterly believeable in a role only he himself could play . 
he fits the role perfectly and to me was brilliantly cast . 
cameron diaz is outstanding and utterly one of the world's most prettiest women , is made up here unnoticeable and very unattractive . 
she however gives a very comic performance and this could easily be her best role to date . 
catherine keener is very funny and sexy as maxine and of course the best thing of the movie is the magic himself john malkovich who is very brilliant and this movie plays big time homage ? to the master himself . 
the whole group combined gives us a wonderfully funny movie that is also smart and clever . 
spike jonze ( three kings ) makes his fabulous directing debut , and did a fantastic job of directing this new classic film . 
he lets the viewer go on the trip as well as let the viewer know they are watching a movie . 
by the time the ending rolled around my head was spinning from disbelief of how good this film was . 
the screenplay written by charlie kaufman was hilarious and often thought-provoking . 
the film also had a soft side to it and even though the ending is very surprising it is also a little sad and heart-warming . 
the whole movie was fantastic and had me rolling in the isles . 
from cameron diaz's appearence to john malkovich's explorations i laughed very hard , and it may as well be as funny as as good as it gets ( the funniest ! ) . 
there isn't a slow point in the movie , or an overused idea . 
there are no cliches except for the fact that this is the most original , inventie , witty , and smart movie i've seen in a long time . 
i found myself amazed by everything : the direction , acting , writing and the whole idea of the movie . 
by the end i had to wonder why hollywood doesn't want to make movies like this anymore . 
or why they don't . 
all filmmakers watch this movie and get some ideas of movies to come out . 
this was a surprise hit as was american beauty . 
'being john malkovich' is in the top 5 movies of the year , and in the top 10 best films ever made . 
it has something that no other movies playing now has . 
in fact it may as well be the best movie out right now . 
i highly recommend 'being john malkovich' and have no doubts you will be disappointed . 
"
pos,"if there's one thing in common about all of hollywood's major studios , it's that their productions are moving toward mainstream more and more . 
although twentieth century fox and new line cinema have spawned subsidiaries which specialize in independant or controversial motion pictures ( fox searchlight and fine line respectively ) , it's obvious there's no significant movement underway to promote inventive ideas at the theater . 
so when a movie like gary ross' pleasantville comes along , wrapped in a blanket of innovative ideas and served up on a platter of fine production , it's a welcome change of pace for all who frequent the cineplexes . 
although the atmosphere and buzz about the movie are cheery and lighthearted , pleasantville should not be mistaken for a no-thought movie . 
quite the opposite is true , in fact , as director ross skillfully brings a narrative with intense and intelligent undertones to the screen . 
the story , both about the joys of living life to the fullest as well as the social ills of segregation , captures the essence of statement-making in the cinema . 
not in recent memory has a movie carried such weight of theme into widescale distribution , and even if mass audiences fail to see the ingenuity of ross' work , it is still a testament that his picture was considered worthy enough . 
kudos to both he and his production staff for putting together this fine picture . 
it stars tobey maguire and reese witherspoon as two nineties teenagers who , through quite a bit of luck , find themselves zapped into a fifties sitcom named "" pleasantville . "" 
maguire , as the reserved bud parker , is perfect for the pseudo-world ; but the rebellious mary sue ( witherspoon ) is not at all made for the father-knows-best times . 
it's not long before she sets the town of pleasantville on end , and begins to teach the townspeople - in a quite unlikely way - what life is * really * like . 
soon hues of color creep into the black and white world , and while some embrace the change in the passion of realism , others fear the strangeness . 
at one end is a soda shop owner-turned-painter named mr . johnson ( jeff daniels ) and at the other end is a close-minded mayor ( j . t . 
walsh ) and his chamber of commerce ; but the two sides are simply fronts for a clash of ideas that soon involves the entire town . 
fine performances are turned in all around . 
maguire and witherspoon are effective as the leads , but the true complements go out to jeff daniels and j . t . 
walsh ( in his latest and final posthumous performance ) . 
daniels brings an atmosphere of awe , inspiration , and hope to his character , whereas walsh simply drips of sinister closemindedness - almost to the point where you can sense gene hackman's envy . 
for daniels , it's his most commendable performance of the last three years - or more - and for walsh , it's a complementary exclamation point on a fine career . 
also of lesser note is the supporting role by joan allen , and in viewing the entire cast works well together from start to finish . 
there's not much to dislike about pleasantville , and its dynamic nature makes it the perfect movie for those who want serious as well as those who don't . 
"
neg,"it's a good thing most animated sci-fi movies come from japan , because "" titan a . e . "" is proof that hollywood doesn't have a clue how to do it . 
i don't know what this film is supposed to be about . 
from what i can tell it's about a young man named kale who's one of the last survivors of earth in the early 31st century who unknowingly possesses the key to saving and re-generating what is left of the human race . 
that's a fine premise for an action-packed sci-fi animated movie , but there's no payoff . 
the story takes the main characters all over the galaxy in their search for a legendary ship that the evil "" dredge "" aliens want to destroy for no apparent reason . 
so in the process we get a lot of spaceship fights , fistfights , blaster fights and more double-crosses than you can shake a stick at . 
there's so much pointless sci-fi banter it's too much to take . 
the galaxy here is a total rip-off of the "" star wars "" universe the creators don't bother filling in the basic details which makes the story confusing , the characters unmotivated and superficial and the plot just plain boring . 
despite the fantastic animation and special effects , it's just not an interesting movie . 
"
neg,"senseless ( r ) marlon wayans is a very talented physical comedian , and it is that gift that brings senseless moments of life . 
alas , moments are simply that , moments , which are not enough to lift this fantasy/comedy above its one-joke premise . 
granted , that one joke is initially amusing . 
when wayans's darryl witherspoon , an economics major at stratford university , hits some dire financial straits , he becomes a guinea pig for a experimental drug that heightens all five senses . 
after some initial side effects and problems controlling his superhuman senses , darryl learns to enjoy the benefits of his abilities and uses them to land a position at a highly esteemed corporate firm . 
at this point , the film sounds more like senseful than senseless , but through some turns of the plot , darryl finds himself only able to use four of his five senses at once , essentially leaving him--yes--senseless . 
this sets up some showcase moments for wayans's gift for physical comedy , especially when darryl loses his sense of feeling and his body goes completely , hilariously limp . 
but these gags , and the gag behind the entire movie , quickly grows stale . 
once darryl is shown without the use of all of the senses , instead of exploring any new comic territory , director penelope spheeris and screenwriters greg erb and craig mazin take the easy way out and simply recycle each form of senselessness . 
wayans approaches each go-round with gusto , but by this point he's simply treading water for the rest of the film's unfunny duration . 
senseless would not be as problematic as it is if it didn't strive to be anything more than a comic trifle . 
however , the raucous and often raunchy comedy is wrapped in a blanket of bogus sincerity . 
darryl goes through the experiment in order to help his cash-strapped family , and this "" serious "" angle seems to come from an entirely different movie . 
unlike wayans's last starring vehicle , the surprisingly effective ( and serious ) the 6th man , the "" emotional "" content of senseless is forced and unconvincing . 
any attempt at anything more substantial than broad comedy fizzles--darryl's romance with janice ( tamara taylor ) , a young woman who yearns for a man who is true to himself , does not generate sparks of any kind . 
once his wb television sitcom the wayans bros . comes to an end , the genuinely funny marlon wayans has a promising big-screen future ahead of him . 
but if he continues to associate himself with projects as flat as senseless , his film career could go the way of his once-promising older brother , damon , who is now set to make his comeback--on television . 
"
pos,"call it touched by a demon . 
gregory hoblit's fallen is a serial killer movie with an unusual , horrific twist . 
if marketed properly , this film could have crossover appeal for both those who appreciate supernatural tales like the prophesy and those who crave grim , dark thrillers like silence of the lambs and seven . 
in fact , there's even a little twin peaks to be found here , albeit with the lion's share of the weirdness distilled out . 
 ( remember bob ? ) 
the biggest failing of fallen is that , although it's consistently interesting , it's not always as edgy and suspenseful as one might hope . 
a serial killer ( elias koteas ) has been on the loose in philadephia , but detective john hobbes ( denzel washington ) , the noblest man on the police force , has brought him to justice . 
now , during his last hours on death row awaiting his inevitable date with the gas chamber , the mass murderer cryptically tells hobbes , "" what goes around really goes around . "" 
shortly thereafter , he begins to sing "" time is on my side "" as he's taken on his last walk . 
minutes later , the state of pennsylvania has carried out the execution and edgar reese is dead . 
but for hobbes , the nightmare is just beginning , because reese wasn't a normal psychopath ? he was the host body for a mythical dark angel named azazel . 
and , with reese's death , azazel is free to hop from body to body , murdering and wreaking havoc at will . 
only hobbes and a pretty , female theology teacher ( embeth davidtz ) have an inkling of what they're up against . 
the rest of the cops , including hobbes' partner , jonesy ( john goodman ) ; lou ( james gandolfini ) , a newcomer to the department ; and lieutenant stanton ( donald sutherland ) , don't have a clue , and , as a result , they are in mortal danger . 
as depicted by hoblit ( primal fear ) and cinematographer newton thomas sigel , philadelphia is a dark , dreary place ? a gothic city rather than a modern one . 
no skyscrapers or other monoliths of current architecture or technology are shown . 
the most famous landmark to appear isn't the liberty bell or independence hall ; it's geno's steaks . 
shadows and night scenes abound . 
the days are cloudy and unpromising . 
this is the kind of setting where it's easy to believe that fallen angels walk among men . 
fallen's plot is brimming with potential , not all of which is realized . 
somehow , i would have expected a more frightening tale to emerge from something with this kind of premise . 
but the level of terror , like that of gore , is kept in check . 
nevertheless , there are several creepily effective scenes as the spirit of azazel moves from body to body when people bump against each other on crowded city sidewalks . 
the film also boasts a chase sequence of a kind that can best be described as unusual . 
of the several dozen actors to play azazel , the best is by far elias koteas ( exotica , crash ) , who , despite only being on screen for about ten minutes , gives a fantastically charged performance . 
john goodman also seems to be enjoying himself , although his role for most of the film is relegated to that of a burly sidekick . 
sadly , however , these two are the only ones who excel . 
everyone else , including denzel washington , is boring . 
washington's flat performance is the most disappointing surprise of the film . 
it's not that he's bad per se , but he's not very interesting . 
there's no real sense of vulnerability or desperation in the way he portrays his character , and that keeps us distanced , however slightly , from hobbes . 
as circumstances become progressively more dire for the cop , and as his life-or-death chess game with azazel approaches the point of checkmate , i expected to be more on the edge of my seat than i was . 
washington's subdued approach is part of the reason for this ; i never felt a sense of urgency . 
however , at least washington was believable , which is more than can be said for embeth davidtz ( schindler's list ) and donald sutherland . 
to be fair , the flaws in their characters aren't all acting-related ; neither stanton nor gretta milano are well-written . 
that said , however , there's nothing inspired about either davidtz's or sutherland's work . 
both appear to be sleepwalking their way through the parts , as if they know that their contribution to the film is one of advancing the plot rather than developing a multi-dimensional individual . 
narratively , fallen has a few glaring weaknesses . 
although the plot proceeds with a convoluted , game-like structure , it uses a denzel washington-supplied voiceover to overexplain matters . 
at times , this is actually helpful , and it has a use beyond the obvious , but there are occasions when ponderous lines like "" i like the night ? sometimes you come face to face with yourself "" become a little hard to swallow . 
in addition , fallen is saddled with the same kind of disgustingly bland , generic theology embraced by numerous movies and tv shows like touched by an angel . 
however , despite the negatives , i'm still recommending fallen on the strength of its complex plot and especially its ending , which i loved . 
the final scenes are startling , audacious , and unexpected . 
it's not often that a plot development takes me by surprise the way this one did . 
at a time when most movies fall apart in the last ten minutes , fallen manages to buck the trend and redeem itself . 
this is not a great motion picture , but , considering how bad most january releases are , it's a reasonably entertaining way to spend two hours . 
and , whatever you do , don't walk out on the film before the end credits have begun to roll . 
"
pos," ( note : there are spoilers regarding the film's climax ; the election , of course ) 
we see matthew broderick , a man torn to a primal state ; he's been unfaithful to his wife , lied to and manipulated his students , and by the same token they've demeaned his masculinity , his self-respect , his desperate attempt at changing the world . 
and yet , he equates the cause of his pain , his torment , with tracy flick ( reese witherspoon ) . 
no matter how many students have come and gone , and disappointed him as an educator , she's the real threat . 
about to give in , and divulge that she's won by only a lone vote , broderick's mccalister turns in defeat , sees tracy's euphoric celebration in the outside corridor and says , 'no' . 
the fact that he simultaneously lusts after her ideologically further illustrates that freudian foundation of entitlement which all men , no matter how obscure , have in their relationships ; a traditional expectation of success , to usurp and surpass women as a proverbial industry . 
she can't go higher than him . 
he won't allow it . 
and what's amazing about "" election "" is that every word of that criticism is drawn from a rather opaque metaphor . 
early in the film we learn that tracy was romantically , and then sexually , involved with a now departed teacher . 
it's like payne and taylor , his co-screenwriter , have taken tracy , a girl desperate for friendship , loyalty , and almost perversely drawn the mythological pattern of kids who were so utterly rejected by their peers , that they found sitting at the teachers' lunch table more fitting , to an unlikely extreme with her as the protagonist . 
and it's amazing the compassion that we have ; it seems so real to us , and not merely because it's happened before , splashed all over the front pages , but , because of the all around "" nice "" persona of these people , we easily dismiss the truly wayward deeds of the characters . 
it's with mandy barnett's "" if you'll be the teacher "" playing winsomely over the closing credits that payne skewers the tenets of his detractors most ; a final , viscous injection of bittersweet irony . 
sexuality , though , is not the only basis for payne's satire , or its success . 
it also makes a telling point about politics , friendship , and class boundaries . 
satire is required ( or ought to be , anyway ) to take itself seriously , or act so , while the audience does not . 
it's a fine line to straddle , but some films ignore it altogether ( "" drop dead gorgeous "" leaps infuriatingly to mind ) . 
payne and taylor hit the right chord ; their characters are real people : neither is perfect , but rather both of the leads are flawed , misguided individuals who retain , somewhat , noble intentions at heart . 
we sympathize with them , but still , as a satire , their idiosyncratic behavior , and their wrongdoing , is taken to an extreme for the audience to knowingly chuckle , but also reflect and meditate , about . 
minus half a point , though , for payne admitting not to having seen "" ferris bueller's day off "" . 
whatever . 
"
neg,"starring kiefer sutherland ; reese witherspoon & bokeem woodbine i used to think that the conversation was the worse film i had ever seen . 
freeway is giving me second thoughts . 
freeway is a modern retelling of little red riding hood . 
only in the nineties , little red riding hood is a foul-mouthed juvenile delinquent played by reese witherspoon , and the big bad wolf is a serial killer ( keifer sutherland ) . 
to top that pathetic premise off -- reese goes to visit granny and you'll never guess who's waiting under the cover's in granny's bed . 
keifer sutherland is one of hollywoods most talented , yet underrated actors , and reese witherspoon is exceptionally talented and will most likely become a major star . 
so what are they doing in this movie ? 
after seeing the end result , undoubtedly they are both asking themselves the same question . 
you might be asking yourself why this is such a short review . 
the answer is quite simple -- i dont want to waste any more of my time writing or thinking about this movie than absolutely necessary . 
i wasted enough of my time just sitting through it . 
note to keifer : you wonder why you aren't a bigger star in hollywood ? 
because you keep making movies like this . 
note to reese : you were great in fear , what happened this time ? 
note to both : don't worry about it too much , no one saw this movie anyway . 
bottom line -- i'm still shaking my head . 
don't waste your time on this turkey . 
if you want to see a great keifer sutherland movie , go rent flatliners or young guns . 
reese witherspoon's abundant acting talents are used to their full potential in fear , a great thriller . 
do yourself a favor and rent one of these movies -- but stay as far away from freeway as you possibly can . 
"
neg,"starring arnold schwarzenegger ; danny devito ; emma thompson & frank langella the only thing that you can say about junior is that it is a disappointment , and a big one at that . 
junior brings together arnold schwarzenegger and danny devito with director ivan reitman . 
these are the same men that brought us the very funny twins . 
so foolish me , i was hoping for something that would at least come close to the level of quality of twins . 
so much for hopes . 
schwarzenegger and devito play two scientists ( doctors hesse and arbogast ) who are working on a new drug that will reduce the possibility of miscarriage in pregnancy . 
unfortunately , due to circumstances beyond their control , they are denied permission to test this new drug on humans , and subsequently lose their funding . 
still believing that their drug will work , they decide to test it anyway , on hesse . 
so , dr . hesse ( schwarzenegger ) artificially inseminates himself and begins taking the drug . 
their theory is that if the drug can prevent a man from miscarrying , surely it will work on a woman . 
does the thought of arnold schwarzenegger pregnant sound funny or humorous to you ? 
well , it must have to the producers of junior . 
admittedly , schwarzenegger has the comedic talent to pull it off . 
perhaps if it had been done differently it might have actually been funny . 
but it wasn't , schwarzenegger pregnant is goofy at best . 
the sight of schwarzenegger running around going through the hormone imbalances that come with pregnancy , and the accompanying emotional swings , is not funny . 
schwarzenegger comes very close to embarrassing himself with these antics . 
i kept thinking to myself , with the time arnold wasted making this turkey he could have been making an action picture . 
better yet , with schwarzenegger , devito and reitman all in the same place at the same time , why didn't they make a sequel to twins ? 
anything would have been better than this mess . 
danny devito is wasted in this movie . 
his part could have been played by any joker they pulled in off the street . 
 ( after seeing the movie , if i was devito , i probably would have wished they had pulled someone in off the street . ) 
emma thompson is wasted here as well . 
while thompson is best known for her jane austin adaptations , she is also a fine comedian . 
too bad she didn't get to use any of that talent here . 
am i being too hard on this film ? 
i don't think so . 
schwarzenegger and devito are two of my favorite actors in film today , and ivan reitman is one of the more talented directors in hollywood . 
with a supporting cast of emma thompson and frank langella , the filmmakers really have to be trying hard to make a bad film . 
they certainly managed here . 
maybe it was well intentioned , but unfortunately this is a movie that never should have been made . 
if you are tempted to see this film , do yourself a favor and go rent twins , a film that truly takes advantage of arnold schwarzenegger and danny devito's comedic talents . 
"
neg,"please don't mind this windbag letting off a bit of steam . . . i 
just want to warn all of y'all not to waste your hard-earned $$$ on anaconda . 
it's not even worth a 99-cent video rental . 
don't listen to ebert on this one ( he has no clue what he's talking about ! ) 
btw i accompanied my friend to this one because she was * required * to watch it on assignment ( she reviews movies for a local paper ) . 
now i'll actually back up my huffing and puffing . 
here goes : 
movie : anaconda rydain's bottom line : wait for it to come on usa up all night . 
even then , i doubt it's worth the price of jolt ( to help you stay up that late ! ) 
why do i hate anaconda ? 
let me count the ways . . . 
first of all , this movie gets way too many snake facts wrong . 
as an ophiophile ( snake lover ) , i can tell you that a ) anacondas would never reach a length of 40 feet , b ) they're scared of people , c ) cases of snakes eating adult humans are extremely rare because human shoulders are too wide to fit in a snake's mouth , and constrictor snakes don't kill what they can't eat , d ) people can outrun snakes with no trouble , especially heavy ones like anacondas , e ) if an anaconda did eat a human , it would need at least 6 months of sitting on its butt to digest the huge meal , therefore it couldn't run around gobbling up everybody else in the cast , and f ) snakes have no vocal cords , so they can't make funny squealing noises . 
whew . 
i was prepared to suspend reality if the movie would have been worth it . 
unfortunately , anaconda was about as suspenseful and exciting as watching paint peel . 
my friend and i even successfully predicted who would live at the end . 
anybody can tell the bad guy is going to die eventually . 
that was a pity because his character was one of the few reasons my friend and i didn't give up and fall asleep . 
he was the most likable character in the movie . 
who wouldn't enjoy somebody who looks like a deranged walt whitman ? 
anaconda did have its cute moments : arguments between ice cube's character and the british guy , for instance . 
however , those small flashes of wit were not worth the other hour and twenty-eight minutes of boring schlock . 
the writers had - and blew - a multitude of opportunities to insert funny lines . 
i was quite disappointed with a scene where a young guy tells a young lady that the jungle makes him horny . 
did she retort with a clever , ego-withering comeback ? 
of course not ! 
 "" i'm trying to work ! "" 
gee , that's even dumber than the crap comebacks i come up with . 
she could have told him to go find a knothole or something . . . 
 ; p but i will admit , there was just one scene where i was surprised at the outcome ( hint : it involves the evil guy and miss crap comebacks ) . 
as for the plot , i'm still trying to find one . 
this movie was basically an excuse to get a boatload of people into dangerous territory where they could get snarfed by ridiculous , computer-generated anacondas with the eyes and fangs of vipers and the faster-than-gravity downward acceleration of a harrier jet . 
 ( harrier snake ? ) 
not to mention instant digestion so they could go snarf countless other victims . 
the writers tried to throw in some sort of plot twist ( should i call it a plot knot because it made no sense ? ) in which the sick guy's g-friend kisses the evil dude and suddenly everybody hates said evil dude and starts trying to kill him . 
that was about as clear and understandable as mission : impossible . 
 ( if someone could explain that movie to me , i'd be most grateful ! 
all the old-guy double agents looked the same ! ! ) 
i wasn't inspired by the acting , save for the evil dude . 
i can't blame the actors , though . 
it's not their fault they had a cruddy script to work with . 
this concludes rydain's diatribe on a shameless exploitation ( and perpetuation ! ) of public fear of snakes . 
comments , flames , anyone ? 
-rydain the atomic cheese , fresh from chernobyl dairies ! 
"
neg,"when i originally saw the trailer for "" analyze this "" a few months ago , i must admit , i thought it looked kind of lame . 
and then when the commercials started popping up a week or two ago , i thought it looked outright bad . 
but then when "" analyze this "" finally opened a few days ago , an odd thing happened . 
it got great reviews . 
critics were proclaiming it "" hilarious "" and a "" dead-on parody of mob movies "" . 
well , with praise like that , i figured , it must be good and so i headed off to the theater . 
you know that expression that says always trust your gut instincts ? 
well , turns out that expression is more valid than i ever gave it credit for . 
 "" analyze this "" is slow , unfunny , and badly acted . 
don't get me wrong , i think that deniro is one of the top ten greatest actors of the century , but he is just out of his league here . 
i think the problem is he didn't quite know how to approach this material . 
he plays his character , mob boss paull vitti , somewhere in between the realm of comedy and drama . 
if he had played the character straight , along the lines of leslie nielson in the "" naked gun "" series , he probably would have been a lot more successful . 
as it is , though , he plays the character completely serious at some moments , and for laughs at others . 
this doesn't work . 
it creates an uneven character that never breaks out of the deniro mold ; you always know it's him . 
and the movie is badly paced , too . 
it never takes off . 
it just crawls from one scene to another without any forward momentum . 
i think the blame for this should be placed on the script . 
it's obvious the writer had a good idea for a movie , mob boss faces breakdown and needs the services of a psychiatrist , but once this is established , the movie doesn't really go anywhere . 
the formula of the film seems to be this : billy crystal says no to deniro , deniro forces him , and much wackiness ensues . 
this formula of sorts is repeated several times throughout the movie . 
i've said it before and i'll say it again : the only thing that matters to me in a comedy is whether or not it's funny . 
if "" analyze this "" had been funny , the pacing and bad acting wouldn't have bothered me . 
i would have been too busy laughing to notice . 
but as it is , i only chuckled a few times . 
the only really funny scene is a dead-on parody of "" the godfather "" . 
sadly , though , i don't think anyone in the audience i saw it with realized it was a parody , because i was the only one laughing . 
but my sense of humour , i have come to realize , is vastly different from the general population . 
i loathed "" there's something about mary "" , yet loved "" baseketball "" . 
now , if you want a movie that * i * think is funny , go out and see "" office space "" . 
it's full of genuine laughs and won't leave you glancing at your watch every 10 minutes , as "" analyze this "" did . 
"
neg,"i'm a dedicated fan of writer kevin williamson's work . 
he always finds a clever way to spice up old material with witty dialogue and fresh ideas that stem from his inventive brain . 
with teaching mrs . tingle , his directorial debut , williamson has reached the end of his rope . 
what used to be intelligent about his films is hopelessly stale here . 
the components are all there , including an encouraging premise that all high school students can relate to . 
but where are the thrills ? 
the laughs ? 
both are supposedly absent from this draggy exercise in elaborate revenge . 
and what a shame that is . 
i loved the scream films - heck , i even enjoyed the sci-fi goofiness of the faculty . 
kevin williamson was the reason horror films were such a big draw at the box office . 
teaching mrs . tingle , a black comedy that will leave a gaping void in his optimistic followers , may put an end to his reign . 
or perhaps it will encourage him to spend more time perfecting a script than to worry about his directing duties . 
i still have my faith , but i fear the name of kevin williamson may soon be a forgotten echo of the past . 
the title character of his pet project is a vicious , uncaring history teacher who is played deliciously over-the-top by british actress helen mirren . 
mrs . tingle is basically every student's worst nightmare : a heartless human being bent on distributing poor marks to even the most hard-working of her pupils . 
the principal ( michael mckean ) is horrified of her , and she is unanimously despised among her fellow staff members . 
i enjoyed the fact that everyone in the hallway quickly steers out of her way . 
mirren's performance is one of the very few delights in this distressingly hollow black comedy that goes down like a flat soft drink . 
in other words , it's a poor substitute for williamson's best work . 
the plot is a big problem here . 
material that could have been enjoyable is rendered totally ridiculous by poor handling on the part of the director . 
the likable katie holmes plays leigh ann , an over-achiever hoping to get a college scholarship . 
but typical mrs . tingle says her history project , which she worked on for countless hours , is laughable . 
later on while studying in the gymnasium , a classmate ( barry watson ) offers her a photo-copied duplicate of mrs . tingle's final exam . 
leigh ann's best friend ( marisa coughlan ) encourages her to use it . 
alas , the old hag herself finds the three scheming , and snatches the test , and prepares to talk to the principal in the morning . 
in the morning . . . 
how convenient ! 
the three students head to mrs . tingle's house , attempting to set the facts straight and clear leigh ann's name . 
things get out of hand , and the teacher gets knocked unconscious in a tussle . 
the plan is to tie her to a bed and try to get some reasoning out of her . 
of course , not everything goes entirely to plan . 
besides pointless sub-plots involving the football coach ( jeffrey tambor , horribly wasted ) , there is little by way of actual progress . 
there is no urgency to the situation ; little tension or laughs are involved . 
the humor is completely inconsistent . 
after many of the jokes , the theater was so silent i could have heard a fly sneeze . 
you continue to await some momentum in the story , something that could possibly revive the slow pace . 
a moment like that never arises . 
williamson also does a handsome job of wasting some of the key supporting players , including the talented mckean and larry sanders' vet tambor . 
and the beautiful vivica a . fox has one lifeless scene as a caring guidance counselor , and then williamson disposes of her character entirely . 
on the plus side , holmes and coughlan are admirable ( with the latter giving a frighteningly believable exorcism impression ) , and molly ringwald has an amusing cameo appearance as a substitute teacher . 
while everything is pretty lifeless , teaching mrs . tingle remains watchable . 
there are a few promising ideas that pop up now and again , but anything remotely interesting is squandered by the inane script . 
mirren is easily the best reason to keep watching . 
she is convincingly evil and fun to watch , but even her gifted delivery can't save individual scenes that flounder in boredom . 
if there is one word for the movie surrounding her , it would be `disappointing' . 
basically , kevin williamson is his worst enemy here . 
his uneventful direction prevents any aspects of his screenplay to be appreciated ( not that his writing here is especially good ) . 
we will see , when rookie screenwriter ehren kruger writes the third installment in the scream franchise this christmas , whether williamson is for real . 
"
