tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
5.69E+17,neutral,1,,,Virgin America,,AirlineFuel,,0,@VirginAmerica shares up on 4Q results - @iol http://t.co/XZ6qeG3nef,,2/20/2015 14:22,Global,Sydney
5.69E+17,positive,1,,,Virgin America,,CanPOREOTICS,,0,@VirginAmerica fav airline,,2/20/2015 14:17,"Anaheim, CA",
5.69E+17,positive,0.6776,,,Virgin America,,MaverickGamersX,,0,@VirginAmerica we have a hot female pilot! Sweet! DCA to SFO! :-),,2/20/2015 13:48,Follow/Retweet for giveaways!,
5.69E+17,neutral,1,,,Virgin America,,LizaUtter,,0,👍👍✈️✈️💗 When are you guys going to start flying to Paris? @VirginAmerica: @LizaUtter You're welcome.”,,2/20/2015 13:48,"Malibu, CA",Pacific Time (US & Canada)
5.69E+17,neutral,1,,,Virgin America,,crj_lll,,0,@VirginAmerica what is your policy on flying after surgery?  I am still waiting for answer so I can tell me doctor.,,2/20/2015 13:28,"Las Vegas, NV",Pacific Time (US & Canada)
5.69E+17,negative,1,Lost Luggage,1,Virgin America,,snellbell,,0,@VirginAmerica already contacted Central Baggage &amp; sent DM. @RenttheRunway is charging me for the dress that was in the lost suitcase #help,,2/20/2015 13:16,,Quito
5.69E+17,positive,1,,,Virgin America,,AcronymBex,,0,@VirginAmerica Thank you!!,,2/20/2015 12:47,"NY, NY",Eastern Time (US & Canada)
5.69E+17,negative,0.6569,Customer Service Issue,0.6569,Virgin America,,SleeplessByte,,0,@VirginAmerica Is there anything going on with the website? I've been getting a lot of errors past 30 minutes.,"[0.0, 0.0]",2/20/2015 12:21,Rijswijk ♡ The Netherlands,Amsterdam
5.69E+17,neutral,0.6773,,0,Virgin America,,AcronymBex,,0,@VirginAmerica I think i left something on the plane yesterday. who do i call...ah!,,2/20/2015 12:17,"NY, NY",Eastern Time (US & Canada)
5.69E+17,neutral,0.642,,0,Virgin America,,notthatnathan,,0,@VirginAmerica I need you to follow back in order to DM.,,2/20/2015 12:09,"Portland, Maine",Eastern Time (US & Canada)
5.69E+17,neutral,1,,,Virgin America,,Sleubeau,,0,@VirginAmerica Need to start flying to @KCIAirport .  😊😀😃😄,"[39.24087254, -94.63994975]",2/20/2015 12:08,"Kansas City, MO",Central Time (US & Canada)
5.69E+17,neutral,0.6791,,0,Virgin America,,crj_lll,,0,@VirginAmerica they told to check with the airline regulation first so that is why I contacted you.,,2/20/2015 11:33,"Las Vegas, NV",Pacific Time (US & Canada)
5.69E+17,negative,1,Can't Tell,0.6421,Virgin America,,Yorkshire_D,,0,@VirginAmerica @VirginAtlantic I have just checked in flight to SFO from LAX &amp; been told as Atlantic Flying Club Gold I get no benefits?!,,2/20/2015 11:24,,
5.69E+17,negative,1,Flight Attendant Complaints,0.6458,Virgin America,,SaraBabs,,0,@VirginAmerica husband and I ordered three drinks via my screen and they never came. Awesome!,,2/20/2015 11:13,dc,Eastern Time (US & Canada)
5.69E+17,negative,1,Bad Flight,0.6979,Virgin America,,AdamSinger,,0,@VirginAmerica soooo are you guys going to leave the seatbelt light on all flight? You can barely call this turbulence :-),"[0.0, 0.0]",2/20/2015 11:13,"San Francisco, CA",Central Time (US & Canada)
5.69E+17,neutral,1,,,Virgin America,,crj_lll,,0,@VirginAmerica what is your policy on flying after surgery?,,2/20/2015 10:59,"Las Vegas, NV",Pacific Time (US & Canada)
5.69E+17,neutral,1,,,Virgin America,,AirlineFuel,,0,@VirginAmerica posts second consecutive full-year net profit - @ATWOnline http://t.co/tvB5zbzVhg,,2/20/2015 10:52,Global,Sydney
5.69E+17,negative,1,Flight Booking Problems,0.3895,Virgin America,,notthatnathan,,0,"@VirginAmerica Funny story, your website is broken, you have missing javascript and stylesheets on the checkin process. I dislike this!",,2/20/2015 10:32,"Portland, Maine",Eastern Time (US & Canada)
5.69E+17,positive,1,,,Virgin America,,polaroidmisha,,0,@VirginAmerica would love to do more for virgin just like I do for @GoPro,"[0.0, 0.0]",2/20/2015 10:32,San Francisco,Pacific Time (US & Canada)
5.69E+17,neutral,1,,,Virgin America,,AirlineFuel,,0,@VirginAmerica Results Handily Exceed Forecasts - @NYTimes http://t.co/gonmRwEM6I,,2/20/2015 10:22,Global,Sydney
5.69E+17,neutral,1,,,Virgin America,,NazarFakih,,0,"@VirginAmerica I applied for a position in @flyLAXairport ,and I was wondering if you guys received my application.",,2/20/2015 10:20,,Pacific Time (US & Canada)
5.69E+17,neutral,1,,,Virgin America,,JetBlueNews,,0,@VirginAmerica achieves a second year of profitability despite revenue pressure ... - @CAPA_Aviation http://t.co/zSuZTNAIJq,,2/20/2015 10:05,USA,Sydney
5.69E+17,neutral,1,,,Virgin America,,AirlineFuel,,0,"@VirginAmerica gives positive outlook, but sees increased competition - @Reuters http://t.co/jEu7Od3eYJ",,2/20/2015 9:52,Global,Sydney
5.69E+17,negative,1,Customer Service Issue,0.6655,Virgin America,,RobynMatza,,0,@VirginAmerica I'm trying to check into my 10:50AM CT flight tmm on the desktop website and it's not working (some sort of caching bug) SOS,"[0.0, 0.0]",2/20/2015 9:50,"New York, NY",Eastern Time (US & Canada)
5.69E+17,neutral,0.6625,,0,Virgin America,,SocialMedia305,,0,@VirginAmerica weather delays &gt; next few weeks ;) #JFK #BOS #DCA,,2/20/2015 9:44,,Eastern Time (US & Canada)
5.69E+17,neutral,1,,,Virgin America,,sbaaronson,,0,@VirginAmerica @madbee95 check the website before you go to the airport!,,2/20/2015 9:42,Los Angeles,
5.69E+17,negative,1,Customer Service Issue,1,Virgin America,,miekd,,0,@VirginAmerica Do you guys know your check-in links from emails are broken? http://t.co/2npXB6oBMr,,2/20/2015 9:28,San Francisco,Pacific Time (US & Canada)
5.69E+17,neutral,1,,,Virgin America,,StevenMYoung,,0,@VirginAmerica pilot says we expect a choppy landing in NYC due to some gusty winds w/a temperature of about 5 degrees &amp; w/the windchill -8,,2/20/2015 9:25,"Brooklyn, NY",Eastern Time (US & Canada)
5.69E+17,positive,1,,,Virgin America,,thecompostcook,,0,@VirginAmerica loved it. Can't wait for Monday's return flight... Mostly just to watch the inflight safety video again. #sorrynotsorry,"[37.77465018, -122.44032176]",2/20/2015 8:53,"New York, NY",Eastern Time (US & Canada)
5.69E+17,negative,1,Lost Luggage,1,Virgin America,,snellbell,,1,"@VirginAmerica lost my luggage 4 days ago on flight VX 112 from LAX to IAD &amp; I'm calling every day, no response.Please give me back my stuff",,2/20/2015 8:38,,Quito
5.69E+17,negative,0.662,Flight Booking Problems,0.662,Virgin America,,chrisaguiar88,,0,@VirginAmerica The Flight Booking Problems section of your website seems to be broken on Chrome. Might wanna look into that.,,2/20/2015 8:36,Massachusetts,
5.69E+17,positive,1,,,Virgin America,,matthewhirsch,,0,@VirginAmerica Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!,,2/20/2015 8:13,"Hoboken, NJ",Eastern Time (US & Canada)
5.69E+17,positive,0.6884,,,Virgin America,,GabriellaDago,,0,"@VirginAmerica I mean. Probably inappropriate while on board.. But, it's on!",,2/20/2015 8:06,New York City,Eastern Time (US & Canada)
5.69E+17,positive,0.6658,,,Virgin America,,AdamSinger,,0,@VirginAmerica happy to spend the day together. Let's do this!,,2/20/2015 8:00,"San Francisco, CA",Central Time (US & Canada)
5.69E+17,neutral,0.375,,0,Virgin America,,GabriellaDago,,0,@VirginAmerica is saving my sanity right now: http://t.co/ELtBOLjUl9,,2/20/2015 7:54,New York City,Eastern Time (US & Canada)
5.69E+17,neutral,1,,,Virgin America,,MarcPerez,,0,@VirginAmerica missed my flight. How does standby work?,,2/20/2015 7:33, California 92705,Pacific Time (US & Canada)
5.69E+17,positive,1,,,Virgin America,,JayRockerz,,0,.@VirginAmerica They were very understanding and helped me out.  Thx! #Comps,,2/20/2015 7:31,"39.149054,  -77.273589",Eastern Time (US & Canada)
5.69E+17,neutral,1,,,Virgin America,,mlbkid162,,0,@VirginAmerica brought it all the way across the country today I see http://t.co/TKaUyGcPmS,,2/20/2015 7:21,New york,
5.69E+17,positive,1,,,Virgin America,,Hwoodboy24,,0,@VirginAmerica thank you! I absolutely will 😎,,2/20/2015 7:15,BOS • LA • NYC ,Pacific Time (US & Canada)
5.69E+17,negative,1,Can't Tell,1,Virgin America,,perMicah,,0,@virginamerica Looks like a broken link for your assets https://t.co/OArDjjGrrD,,2/20/2015 7:11,"Brooklyn, NY",Quito
5.69E+17,neutral,0.6529,,,Virgin America,,GabriellaDago,,0,@VirginAmerica are you ready!? Let's say it together.. 'Noooo turbulence today!' 😘,,2/20/2015 6:38,New York City,Eastern Time (US & Canada)
5.69E+17,negative,1,Flight Booking Problems,0.6667,Virgin America,,perMicah,,0,@virginamerica the manage itinerary section of your website seems to be broken for me https://t.co/2pUJvCElNg,,2/20/2015 6:15,"Brooklyn, NY",Quito
5.69E+17,negative,1,Customer Service Issue,0.6237,Virgin America,,iamnayr,,0,"@VirginAmerica can't check in, your site looks like this every time it loads http://t.co/kAcY2AwDbW",,2/20/2015 5:50,"San Francisco, CA",Pacific Time (US & Canada)
5.69E+17,neutral,1,,,Virgin America,,gemmabow19,,2,@VirginAmerica can u help this 👸 @FreyaBevan_Fund needs urgent treatment in🇺🇸2y old battling cancer could u help with flights 💗#freyasfund,,2/20/2015 3:32,,
5.69E+17,neutral,1,,,Virgin America,,BFPTravel,,0,@virginamerica may start service to Hawaii from #SanFrancisco this year http://t.co/yPo7nYpRZl #biztravel,,2/20/2015 0:30,,London
5.69E+17,negative,1,Customer Service Issue,0.6596,Virgin America,,davidhfe,,0,@virginAmerica Other carriers are less than half price for a round trip fare. I am stunned. http://t.co/UKdjjijroW,,2/19/2015 22:47,"San Francisco, CA",Pacific Time (US & Canada)
5.69E+17,negative,1,Flight Booking Problems,0.6841,Virgin America,,davidhfe,,0,@VirginAmerica WTF is happening in PDX Late Flight March such that one way from SFO is ~$550?,,2/19/2015 22:44,"San Francisco, CA",Pacific Time (US & Canada)
5.69E+17,neutral,0.6667,,,Virgin America,,chet,,0,@VirginAmerica add DTW and I'm sold!,,2/19/2015 21:39,,Pacific Time (US & Canada)
5.69E+17,positive,0.6809,,,Virgin America,,TMAnderson10,,0,@VirginAmerica How about some free drinks on the flight back for the free promo?,,2/19/2015 21:27,"Dallas, TX",
5.69E+17,positive,1,,,Virgin America,,SSal,,0,@VirginAmerica @SSal thanks!,,2/19/2015 20:48,"Dutchess County, NY",Eastern Time (US & Canada)
5.69E+17,neutral,0.6354,,,Virgin America,,SoleXclusive415,,0,@VirginAmerica momma I made it! 😁😁😁,,2/19/2015 20:45,Bay Area,
5.69E+17,neutral,1,,,Virgin America,,SSal,,0,@VirginAmerica please contact me about portfolio left on flight VX 27 from JFK to SFO tonite seat 7AM. Need it returned. Call 914-329-0185.,,2/19/2015 20:39,"Dutchess County, NY",Eastern Time (US & Canada)
5.69E+17,neutral,0.6742,,0,Virgin America,,SSal,,0,@VirginAmerica help. I was On  Flight  27 from JKF tonight. seat 7C left portfolio. Need it back!!,,2/19/2015 20:33,"Dutchess County, NY",Eastern Time (US & Canada)
5.69E+17,neutral,0.6745,,,Virgin America,,SoleXclusive415,,1,@VirginAmerica @shrinerack Seattle bound. Wifey got me the duffle for vday. She's a keeper!!! Holla!!! http://t.co/JlOIbLnair,,2/19/2015 20:22,Bay Area,
5.69E+17,negative,1,Lost Luggage,1,Virgin America,,j_payton,,0,"@VirginAmerica my luggage is gone. I've filed my paperwork, promised a call/email. Still no resolution or response from central luggage.",,2/19/2015 19:10,San Francisco,Quito
5.69E+17,neutral,0.6461,,,Virgin America,,AQR415,,0,@VirginAmerica Debbie Baldwin gave a #rockstar performance of the safety demo this evening on VX919 #LAS2SFO #BestCrew #SheRocks,,2/19/2015 19:06,San Francisco,Pacific Time (US & Canada)
5.69E+17,positive,0.6482,,,Virgin America,,SuuperG,,0,@VirginAmerica Thanks!,,2/19/2015 18:57,Wandering So-Cal-ian,Pacific Time (US & Canada)
5.69E+17,positive,1,,,Virgin America,,imacsweb,,0,@VirginAmerica thanks for taking care of @SuuperG on her flight!! #rockstars #travel,,2/19/2015 18:54,At an airport near you....,Pacific Time (US & Canada)
5.69E+17,positive,1,,,Virgin America,,SuuperG,,0,@VirginAmerica Thanks for the lovely soft views! #travel #SAN to #SFO http://t.co/CnctL7G1ef,,2/19/2015 18:48,Wandering So-Cal-ian,Pacific Time (US & Canada)
5.69E+17,negative,1,Flight Booking Problems,0.6406,Virgin America,,El_Nel_81,,0,@VirginAmerica I requested a mileage challenge for status several weeks ago online but haven't heard back. How do I get help with this?,,2/19/2015 18:18,,
5.69E+17,negative,0.6381,Flight Booking Problems,0.3279,Virgin America,,zoelle,,0,"@VirginAmerica Just trying to book tickets to NYC and facing super fun broken styling. Don't worry, I'll keep trying :)",,2/19/2015 17:37,San Francisco,Pacific Time (US & Canada)
5.69E+17,neutral,0.6703,,,Virgin America,,FreyaBevan_Fund,,1,"@VirginAmerica Many Thanks for the Follow.
#ourprincess #freyasfund #USA #Bandie 
Looking for Any Help😍
💗🇬🇧💗🇺🇸💗
🎀🌏🎀 http://t.co/UJfS9Zi6kd",,2/19/2015 17:16,freyabevanfund@hotmail.com,
5.69E+17,neutral,0.6559,,,Virgin America,,traveldg,,0,"@VirginAmerica Nice, Lofty View @flyLAXairport. #SilverStatus http://t.co/F4Tp0dAwbd","[33.94696831, -118.40747994]",2/19/2015 17:05,San Francisco,
5.69E+17,negative,1,Customer Service Issue,0.6543,Virgin America,,joyabsalon,,0,@VirginAmerica Applied for Status Match on Feb 1. Got confirmation email same day. Still no news though. You guys have dropped ball Late Flightly 😥,,2/19/2015 17:04,Northern Virginia,Eastern Time (US & Canada)
5.69E+17,neutral,0.6673,,,Virgin America,,adavidson26,,0,@VirginAmerica is my new go to airline,,2/19/2015 16:46,Bay Area,Pacific Time (US & Canada)
5.69E+17,neutral,1,,,Virgin America,,FreyaBevan_Fund,,1,"@VirginAmerica @VirginAtlantic @GMA @AmericanAir 
Can You Help #ourprincess in need of some help in #USA 
🎀🇬🇧🎀🇺🇸🎀 http://t.co/778AzTDaer",,2/19/2015 16:44,freyabevanfund@hotmail.com,
5.69E+17,positive,1,,,Virgin America,,SigmaRue,,0,"@VirginAmerica I adore you, and am so looking forward to my flight to Austin in two weeks.",,2/19/2015 15:31,"Portland, OR",Pacific Time (US & Canada)
5.69E+17,positive,0.6875,,,Virgin America,,MNDNCH,,0,@VirginAmerica I was so glad it was mentioned. I took my first virgin flight a few years back and it was a transformative experience.,,2/19/2015 14:51,SD/LA/PS,Pacific Time (US & Canada)
5.69E+17,neutral,1,,,Virgin America,,AArt763,,0,@VirginAmerica Flight Booking Problems flight to uphold my status match.  Do taxes on ticket count as earned status points?  #statusmatch #virginamerica,,2/19/2015 14:43,,Arizona
5.69E+17,negative,0.6539,Customer Service Issue,0.3461,Virgin America,,conorjrogers,,0,@VirginAmerica trying to check-in...but looks like your site is down?,,2/19/2015 14:25, DC | Jersey City,Eastern Time (US & Canada)
5.69E+17,negative,0.6558,Late Flight,0.6558,Virgin America,,bonniecamp,,1,"@VirginAmerica spending my birthday night with you, DAL-DCA. Get me home!",,2/19/2015 14:06,,
5.69E+17,negative,0.6596,Customer Service Issue,0.3617,Virgin America,,GaySkiWeek,,0,@VirginAmerica Sent a couple messages to the email you provided but to no avail. Will try again next year. Cheers.,,2/19/2015 13:45,"Telluride, CO",Central Time (US & Canada)
5.69E+17,positive,1,,,Virgin America,,graveyardtravel,,0,"@VirginAmerica first time flying Virgin, went to #SanFrancisco .Thanks for the smooth ride. Easily my new fav airline!",,2/19/2015 13:39,"Portland, Oregon",Tijuana
5.69E+17,negative,0.6436,Can't Tell,0.324,Virgin America,,taygarrett,,0,"@VirginAmerica seriously, though. will there not be direct flights from SFO-FLL in may???",,2/19/2015 13:27,san francisco,Eastern Time (US & Canada)
5.69E+17,negative,0.3617,Flight Booking Problems,0.3617,Virgin America,,jamonholmgren,,0,@VirginAmerica It's fine. Already done with my purchase. But you should try it. Just go most of the way through then go back 3,,2/19/2015 13:18,"Vancouver, WA",Arizona
5.69E+17,negative,1,Bad Flight,0.6723,Virgin America,,BlackFlagShoppe,,0,"@virginamerica not really the experience I was hoping 4, I ws forced 2 check in a small carry on, w/ nothing but empty cabin space on board",,2/19/2015 13:14,”Straight Outta Jersey”,Central Time (US & Canada)
5.69E+17,negative,0.7223,longlines,0.7223,Virgin America,,c_crubin,,0,"@VirginAmerica
wjere is our luggage #so slow at lax",,2/19/2015 13:08,,London
5.69E+17,neutral,0.6925,,,Virgin America,,fromtheleftseat,,0,@VirginAmerica to jump into the #Dallas #Austin market http://t.co/SzR0pioA21,,2/19/2015 13:08,Phoenix AZ,Arizona
5.69E+17,negative,1,Customer Service Issue,0.6581,Virgin America,,richeyvicious,,0,"@VirginAmerica I spoke with a representative that offered no solution, I am a loyal customer who flies on @VirginAtlantic as well",,2/19/2015 12:45,"LES, NYC",
5.69E+17,negative,1,Flight Booking Problems,0.6725,Virgin America,,richeyvicious,,0,@VirginAmerica I am deeply disappointed that your birthday promo was not applied to a trip I booked mere days before I received the email,,2/19/2015 12:44,"LES, NYC",
5.68E+17,negative,0.654,Flight Booking Problems,0.3438,Virgin America,,taygarrett,,0,"@VirginAmerica what happened to direct flights from SFO-FLL? Looking in May, only see connecting #help #dontdothistome",,2/19/2015 11:46,san francisco,Eastern Time (US & Canada)
5.68E+17,neutral,1,,,Virgin America,,LondonBrushCo,,0,@virginamerica.. Can you help? Left my blazer in. Kooples jacket bag at 3rd row second seat from right gate 36 T3 lax.. Flight to sfo,,2/19/2015 11:42,Global,Pacific Time (US & Canada)
5.68E+17,neutral,1,,,Virgin America,,sapnasparikh,,0,@VirginAmerica partners with @Visa Checkout as mobile payment method to help boost mobile conversion rates #etailwest #payments #visa,,2/19/2015 11:29,new york,
5.68E+17,positive,1,,,Virgin America,,alexster4324,,0,"@VirginAmerica just promoting the product is all, had a problem with southwest and recommend noneother than the best! http://t.co/tFaNXBh1Cf",,2/19/2015 11:24,,
5.68E+17,positive,1,,,Virgin America,,beasharif,,0,"@VirginAmerica love you guys, but pls get some direct routes LAS to AUS!",,2/19/2015 11:20,The World,Pacific Time (US & Canada)
5.68E+17,neutral,1,,,Virgin America,,MajorPaayne,,0,@VirginAmerica i would like help with some flights please.,,2/19/2015 10:53,,Central Time (US & Canada)
5.68E+17,neutral,0.6624,,0,Virgin America,,giannilee,,0,Bruh “@VirginAmerica: @giannilee Turn down for what. #VXSafetyDance”,,2/19/2015 10:53,VFILES DJ CHAMPION,Eastern Time (US & Canada)
5.68E+17,positive,1,,,Virgin America,,Rgulojr,,0,@VirginAmerica of course! I work for @VirginAtlantic and I'm obsessed with the entire Virgin family!!,,2/19/2015 10:47,Chicago,Eastern Time (US & Canada)
5.68E+17,positive,0.6548,,,Virgin America,,_kristenicole_,,0,@VirginAmerica ok! first time flying with you tonight :),,2/19/2015 10:33,☂ Seattle | WA,Eastern Time (US & Canada)
5.68E+17,neutral,0.6696,,,Virgin America,,CuteMonsterDad,,0,@virginamerica Digging the swanky pink mood lighting during the flight from NYC to SFO.  Just needs a cabaret singer.  Think about it!,,2/19/2015 10:25,3rd Planet from the Sun,Central Time (US & Canada)
5.68E+17,neutral,1,,,Virgin America,,chase_f,,0,"@VirginAmerica Done, but I need the receipt ASAP. Could you please help? #150219-000114",,2/19/2015 10:10,"San Francisco, CA",Quito
5.68E+17,negative,0.6756,Can't Tell,0.6756,Virgin America,,danteusa1,,0,"@VirginAmerica I have 2d and 3d embossed badges and patches superior to the ones you are currently using. 
http://t.co/3fq3XElbOn",,2/19/2015 9:59,,
5.68E+17,negative,1,Bad Flight,0.6899,Virgin America,,wmrrock,,0,@VirginAmerica on VX399 from JFK to LA - dirty plane - not up to your standards.,,2/19/2015 9:35,CT,Eastern Time (US & Canada)
5.68E+17,negative,1,Bad Flight,1,Virgin America,,wmrrock,,0,@VirginAmerica on flight VX399 headed to LA from JFK - dirtiest VA plane I have ever been on. Sad for a great airline.,"[0.0, 0.0]",2/19/2015 9:32,CT,Eastern Time (US & Canada)
5.68E+17,positive,0.6888,,,Virgin America,,mightymeesh,,0,@VirginAmerica got it squared away. Someone picked up as soon as I tweeted. Should have tweeted sooner. 😉,,2/19/2015 9:22,San Francisco,
5.68E+17,negative,1,Customer Service Issue,1,Virgin America,,Matthewbenz,,0,@VirginAmerica your Avis rental continue button doesn't work on your website to book car. Tried 4 times on phone.  This sucks!,,2/19/2015 9:14,San Francisco,Pacific Time (US & Canada)
5.68E+17,negative,1,Late Flight,1,Virgin America,,LondonBrushCo,,0,@VirginAmerica delayed to10.30!!,,2/19/2015 9:08,Global,Pacific Time (US & Canada)
5.68E+17,negative,1,Customer Service Issue,1,Virgin America,,mightymeesh,,0,@VirginAmerica currently in minute 10 of being on hold with cust. service. Do I need to do anything to add a lap child to my reservation?,,2/19/2015 9:05,San Francisco,
5.68E+17,neutral,0.6837,,,Virgin America,,0504Traveller,,0,"@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race 
http://t.co/SfjDuahx9Z by @skift",,2/19/2015 8:50,,Central Time (US & Canada)
5.68E+17,positive,0.6667,,,Virgin America,,KarinSLee,,0,“@VirginAmerica: @KarinSLee Of course. Have fun celebrating!” Thanks! Happy Chinese New Year!,,2/19/2015 8:48,all over ca,
5.68E+17,positive,0.6395,,,Virgin America,,EricLMitchell,,0,@VirginAmerica  Flight Booking Problems last second flight for next week from SFO- to SAN any chance you want to gift me a promo code since I love you guys,,2/19/2015 8:46,San Francisco,Pacific Time (US & Canada)
5.68E+17,negative,1,Can't Tell,1,Virgin America,,fattbelly,,0,@VirginAmerica Comenity Bank is a joke!  Please change.  Nothing but constant problems with this bank,,2/19/2015 8:29,S F,
5.68E+17,neutral,0.6774,,0,Virgin America,,itsGREEKSAUSAGE,,0,"@VirginAmerica I just did, how can I DM? Do u have to also add me?",,2/19/2015 8:01,"NY, NJ, CA, Greece",Eastern Time (US & Canada)
5.68E+17,positive,0.6618,,,Virgin America,,kzone7,,0,"@VirginAmerica For my Grandma Ella's 80th, she would &lt;3 a bday greeting from your flight crew! She was a stewardess for Eastern Airlines.",,2/19/2015 7:50,"Long Island, NY",Eastern Time (US & Canada)
5.68E+17,positive,1,,,Virgin America,,heatherbeckel,,0,@VirginAmerica Just bought tix for ATX - Dallas route - thanks for adding that! Love yr airline &amp; yr website is BEST transactional site EVER,,2/19/2015 7:38,ATX,Central Time (US & Canada)
5.68E+17,neutral,1,,,Virgin America,,TLoui143,,0,"@VirginAmerica Anytime, sugafly.",,2/19/2015 7:29,Out to Brunch with @Kanyewest.,Central Time (US & Canada)
5.68E+17,positive,1,,,Virgin America,,marshman240,,0,@VirginAmerica gave a credit for my Late Flight flight yesterday. Great service !!!! That's a Wow moment! Unexpected gesture!,,2/19/2015 7:19,San Francisco,
5.68E+17,neutral,1,,,Virgin America,,chase_f,,0,@VirginAmerica I need a receipt for a flight change. Can you send one?,,2/19/2015 7:13,"San Francisco, CA",Quito
5.68E+17,negative,1,Customer Service Issue,1,Virgin America,,hungarianhc,,0,"@VirginAmerica, I submitted a status match request a while back and still haven’t heard! I’m flying on Monday. Can you look / accelerate?","[0.0, 0.0]",2/19/2015 6:53,"San Francisco, CA",Alaska
5.68E+17,positive,1,,,Virgin America,,MarcSM,,0,@VirginAmerica had me at their safety video . . . http://t.co/CqMm7nuE9m  LOVED my first cross country flight. #livewelltraveled #sytycd,,2/19/2015 5:45,"East Village, New York City",Eastern Time (US & Canada)
5.68E+17,positive,0.6871,,,Virgin America,,quackling,,0,@VirginAmerica that doesn't look to fat to me! It looks yummy!,,2/19/2015 4:52,"Birmingham, Michigan",
5.68E+17,neutral,1,,,Virgin America,,tedreednc,,0,"@VirginAmerica CEO says #Southwest &amp; #jetblue have strayed from low cost model.
http://t.co/96Sctomh29",,2/19/2015 4:46,"Charlotte, NC",Eastern Time (US & Canada)
5.68E+17,neutral,0.6811,,,Virgin America,,stevengcpa,,0,@VirginAmerica a brilliant brisk am in Boston in cue for vx363 http://t.co/rMZNIVGmg6,,2/19/2015 4:10,California,Pacific Time (US & Canada)
5.68E+17,neutral,1,,,Virgin America,,DOHA_Insight,,0,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/FVUdmh27pF @TheNationalUAE,,2/19/2015 3:00,"Doha, Qatar",Quito
5.68E+17,neutral,1,,,Virgin America,,LibyaBizInfo,,0,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/DCoBoKN7EE @TheNationalUAE,,2/19/2015 2:00,Libya,
5.68E+17,neutral,0.7026,,0,Virgin America,,AlgeriaTweets,,0,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/vw4P4T4tLh @TheNationalUAE,,2/18/2015 23:15,"Algiers, Algeria",Abu Dhabi
5.68E+17,positive,0.6724,,,Virgin America,,_raulll,,0,@VirginAmerica omg omg😍😍 nonstop Dallas to Austin on virgin✨😱✈️,,2/18/2015 22:58,"mckinney, tx",
5.68E+17,positive,1,,,Virgin America,,TLoui143,,0,@VirginAmerica Your planes are really pretty. Just thought u should know that. :),,2/18/2015 21:24,Out to Brunch with @Kanyewest.,Central Time (US & Canada)
5.68E+17,neutral,1,,,Virgin America,,mikeb51431,,0,@VirginAmerica when are you flying to hawaii,,2/18/2015 20:27,,Arizona
5.68E+17,negative,0.6801,Flight Booking Problems,0.6801,Virgin America,,gbone34,,0,@VirginAmerica I'm pulling my hair out trying to book a flight with u. Your site doesn't work on iPhone or iPad.don't have a computer #help,,2/18/2015 20:03,,
5.68E+17,positive,1,,,Virgin America,,GeorgettePierre,,0,@VirginAmerica thank you,,2/18/2015 19:07,your third eye...,Eastern Time (US & Canada)
5.68E+17,negative,0.6307,Customer Service Issue,0.6307,Virgin America,,edzme,,0,@VirginAmerica Can I get some help with a support ticket? It's been 15 days.... Incident: 150202-000419 Thank you!,,2/18/2015 18:47,The other side,
5.68E+17,positive,1,,,Virgin America,,Joaquin68443,,0,@VirginAmerica good to be home #texas #moodlighting http://t.co/N3BVZTY3zI,,2/18/2015 18:41,714 to 972,
5.68E+17,negative,1,Bad Flight,1,Virgin America,,contimike,,0,@VirginAmerica I cannot even open my laptop in seat 4C and I paid a premium for this?!!   Let me out of here!,,2/18/2015 17:22,"New York, sort of!",
5.68E+17,negative,1,Bad Flight,1,Virgin America,,contimike,,0,@VirginAmerica I am in seat 4C and I cannot even open my laptop; and I paid extra for this seat!!,,2/18/2015 17:11,"New York, sort of!",
5.68E+17,neutral,1,,,Virgin America,,nschneble,,0,.@VirginAmerica If only you guys were starting those flights at the end of the month! Guess I’m still road tripping on Feb 27…,,2/18/2015 16:42,,Eastern Time (US & Canada)
5.68E+17,positive,1,,,Virgin America,,eganist,,0,"@VirginAmerica thanks for that. Been needing a way to make those Austin trips from DCA, and now you've come through!",,2/18/2015 16:26,Washington D.C.,Eastern Time (US & Canada)
5.68E+17,neutral,1,,,Virgin America,,pointsguy,,3,"@VirginAmerica announced New Route to Austin w/fares from $39/way. 
http://t.co/gA8pbamu0C",,2/18/2015 16:19,United States,Central Time (US & Canada)
5.68E+17,neutral,0.3483,,0,Virgin America,,timlopez,,0,@VirginAmerica Really? Sprint? I thought you guys were 'kewl'! 0_0,,2/18/2015 16:05,Southern California,Pacific Time (US & Canada)
5.68E+17,positive,1,,,Virgin America,,mirandahaustin,,0,@VirginAmerica this is too cool!  Never been on ur planes but now I will!!,,2/18/2015 15:48,"Austin, TX",Central Time (US & Canada)
